stability_weight,epochs,final_total_loss,final_imitation_loss,final_stability_loss,lyapunov_max_vdot,lyapunov_violation_fraction,final_state_norm,settling_time_s,quadratic_cost,control_energy,max_abs_control
0.0,300.0,1.240213394165039,1.240213394165039,0.0,-0.03204738659308676,0.0,2.56460257589076e-08,2.99,14.77627249722799,5.410421142108917,4.921253204345703
1.0,300.0,1.365788221359253,1.365788221359253,0.0,-0.03273720936136595,0.0,7.738160083800791e-10,2.5500000000000003,14.834420901355982,5.515590194940069,4.806193828582764
10.0,300.0,2.3742899894714355,2.3742899894714355,0.0,-0.03247492623410918,0.0,4.003802800566632e-09,2.0300000000000002,14.904517715156533,5.859179145902849,4.7610297203063965
50.0,300.0,5.124380111694336,5.124380111694336,0.0,-0.029097272358684433,0.0,1.3967706048153224e-07,3.35,14.760553849458393,3.7422401939648555,3.129505157470703
